Brand Name,Device Type,Model Name,Color,Selling Price,Original Price,Display,Rating (Out of 5),Strap Material,Average Battery Life (in days),Reviews
APPLE,Smartwatch,Nike Series 5 GPS + Cellular 44 mm,Black,52900,52900,OLED Retina Display,4.7,Silicone,1,
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Blue Aluminium Case,Deep Navy,48490,52900,OLED Retina Display,4.5,Aluminium,1,
APPLE,Smartwatch,SE GPS + Cellular 40 mm Gold Aluminium Case,Silver Milanese,67900,73900,OLED Retina Display,4.5,Aluminium,1,
APPLE,Smartwatch,SE GPS + Cellular 44 mm Gold Aluminium Case,Pink Sand,33900,36900,OLED Retina Display,4.6,Aluminium,1,
APPLE,Smartwatch,SE GPS + Cellular 44 mm Silver Aluminium Case,Deep Navy,33900,36900,OLED Retina Display,4.6,Aluminium,1,
APPLE,Smartwatch,Series 6 GPS 44 mm Space Grey Aluminium Case,Black,40190,43900,OLED Retina Display,4.5,Aluminium,1,
APPLE,Smartwatch,SE GPS + Cellular 44 mm Silver Aluminium Case,White,33900,36900,OLED Retina Display,4.6,Aluminium,1,
APPLE,Smartwatch,Series 6 GPS 44 mm Silver Aluminium Case,White,43900,43900,OLED Retina Display,4.5,Aluminium,1,
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Graphite Stainless Steel Case,Black,67900,73900,OLED Retina Display,4.5,Stainless Steel,1,
APPLE,Smartwatch,SE GPS + Cellular 44 mm Gold Aluminium Case,Plum,33900,36900,OLED Retina Display,4.6,Aluminium,1,
APPLE,Smartwatch,SE GPS + Cellular 44 mm Gold Aluminium Case,Pink Sand,43900,43900,OLED Retina Display,4.5,Aluminium,1,
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Space Black Stainless Steel Case,Black,69900,69900,OLED Retina Display,4.2,Stainless Steel,1,
APPLE,Smartwatch,42 mm White Ceramic Case with Cloud Sport,Cloud,"1,14,900","1,14,900",OLED Retina Display,4.7,Nylon,1,
APPLE,Smartwatch,Series 7 GPS 41 mm Aluminium Case,Black,41900,41900,OLED Retina Display,5,Aluminium,1,
APPLE,Smartwatch,38 mm Space Black Stainless Steel Case,Black,48900,48900,OLED Retina Display,4.6,Stainless Steel,1,
APPLE,Smartwatch,"Series 7 GPS + Cellular, 45 mm Stainless Steel",Black,77900,77900,OLED Retina Display,4.6,Stainless Steel,1,
APPLE,Smartwatch,Sport 42 mm Space Grey Aluminium Case,Black,29900,29900,OLED Retina Display,4.6,Aluminium,1,
APPLE,Smartwatch,"Series 7 GPS + Cellular, 45 mm Stainless Steel",Black,73900,73900,OLED Retina Display,4.6,Stainless Steel,1,
APPLE,Smartwatch,8 mm Stainless Steel Case,Milanese,56900,56900,OLED Retina Display,4.6,Stainless Steel,1,
APPLE,Smartwatch,"Series 7 GPS + Cellular, 41 mm Stainless Steel",Black,73900,73900,OLED Retina Display,4.6,Stainless Steel,1,
APPLE,Smartwatch,42 mm Black Stainless Steel Case with Link Bracelet,Black,79900,79900,OLED Retina Display,4.6,Stainless Steel,1,
APPLE,Smartwatch,42 mm Space Gray Aluminium,Black Woven,29900,29900,OLED Retina Display,4.5,Aluminium,1,
APPLE,Smartwatch,Series 1 - 38 mm Silver Aluminium Case,White,21900,21900,OLED Retina Display,4.6,Aluminium,1,
APPLE,Smartwatch,Series 3 GPS + Cellular- 42 mm Gray Ceramic Case,Black,"1,22,090","1,22,090",OLED Retina Display,4.6,Nylon,1,
APPLE,Smartwatch,42 mm Stainless Steel Case,Leather,60900,60900,OLED Retina Display,4.5,Stainless Steel,1,
APPLE,Smartwatch,Series 1 - 42 mm Gold Aluminium Case,Cocoa,25900,25900,OLED Retina Display,4.6,Aluminium,1,
APPLE,Smartwatch,2 - 42 mm Silver Aluminium Case,Pearl Woven,34900,34900,OLED Retina Display,4.7,Aluminium,1,
APPLE,Smartwatch,Nike+ GPS - 42 mm Space Gray Aluminium Case,Black,32380,32380,OLED Retina Display,4.6,Aluminium,1,
APPLE,Smartwatch,Series 3 GPS + Cellular- 42 mm White Ceramic Case,Black,"1,22,090","1,22,090",OLED Retina Display,4.6,Nylon,1,
APPLE,Smartwatch,38 mm Stainless Steel Stainless Steel Case with Modern Buckle,Black,64900,64900,OLED Retina Display,4.3,Stainless Steel,1,
APPLE,Smartwatch,8 mm Stainless Steel Case,Saddle Brown,56900,56900,OLED Retina Display,4.3,Stainless Steel,1,
APPLE,Smartwatch,series 2 - 38 mm Stainless Steel Case,Blue Modern,64900,64900,OLED Retina Display,4.6,Stainless Steel,1,
APPLE,Smartwatch,Nike+ - 38 mm Space Gray Aluminium Case,Black,31600,31600,OLED Retina Display,4.5,Aluminium,1,
GARMIN ,Smartwatch,Venu Sq - Music Edition,"Multicolor, White, Brown",20990,25990,AMOLED Display,4.3,Silicone,7,
GARMIN ,Smartwatch,Venu Sq,"Grey, White",15990,20990,AMOLED Display,4.2,Silicone,7,
GARMIN ,Smartwatch,Garmin Instinct Tactical,"Black, Brown",19990,31490,AMOLED Display,4.7,Silicone,7,
GARMIN ,Smartwatch,Venu,Blue,31990,39990,AMOLED Display,4,Silicone,7,
GARMIN ,Smartwatch,Forerunner 45,"Red, Black",14990,20990,OLED Display,4.4,Silicone,7,
GARMIN ,Smartwatch,Venu 2,"Black, Blue",41990,41990,AMOLED Display,4.7,Leather,14,
GARMIN ,Smartwatch,Vivosmart 4,"Purple, Black",12150,13490,OLED Display,3.9,Silicone,5,
GARMIN ,Smartwatch,Garmin Instinct HR,"Graphite, Sunburst",34990,41490,AMOLED Display,4.1,Silicone,14,
GARMIN ,Smartwatch,Approach S62,"White, Black",46990,51990,OLED Display,4.1,Silicone,12,
GARMIN ,Smartwatch,Venu 2S,"Grey, White",37990,37990,AMOLED Display,4.2,Silicone,14,
GARMIN ,Smartwatch,Forerunner 245 Music,"Black, Red ",30000,36490,LED Display,4.2,Silicone,7,
GARMIN ,Smartwatch,Garmin Instinct HR,Flame Red,20990,28490,AMOLED Display,3.7,Silicone,7,
GARMIN ,Smartwatch,Instinct,Blue,19990,28490,LED Display,4.4,Silicone,7,
GARMIN ,Smartwatch,Forerunner 245,"Grey, Yellow",24990,31490,LCD Display,4.6,Silicone,7,
GARMIN ,Smartwatch,Vivomove Style,"White, Pink",26990,31490,AMOLED Display,3.3,Nylon,14,
GARMIN ,Smartwatch,Fenix 6 Pro Solar,"Grey, Black",72990,88490,AMOLED Display,,Nylon,45,
GARMIN ,Smartwatch,Fenix 6X,"Black, Orange, Red",79990,88490,AMOLED Display,,Nylon,45,
GARMIN ,Smartwatch,FORERUNNER 745 Magma Red,Magma Red,46990,51990,AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Fenix 6,"Black, Red, Orange",76990,86690,LED Display,,Nylon,30,
GARMIN ,Smartwatch,Lily,"Purple, Grey, Brown, Black, White ",18990,20990,AMOLED Display,3.3,Silicone,7,
GARMIN ,Smartwatch,Approach S12,"Black, White",18990,20990,OLED Display,4,Silicone,12,
GARMIN ,Smartwatch,Instinct,Graphite,19990,28490,AMOLED Display,5,Silicone,7,
GARMIN ,Smartwatch,Vivomove 3,Black,19990,25990,OLED Display,,Silicone,7,
GARMIN ,Smartwatch,Fenix 6X Solar,"Black, Grey","1,05,990","1,19,490",AMOLED Display,,Leather,45,
GARMIN ,Smartwatch,Fenix 6,"Grey, Blue",77990,86690,OLED Display,,Nylon,45,
GARMIN ,Smartwatch,Fenix 5X,Black,58490,58490,OLED Display,,Silicone,30,
GARMIN ,Smartwatch,Vivomove Luxe,"Black, Silver, White",39990,52990,AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Fenix 6,"Black, Grey",74990,82990,OLED Display,,Leather,30,
GARMIN ,Smartwatch,Vivomove,Black,31990,36790,AMOLED Display,3.3,Silicone,7,
GARMIN ,Smartwatch,Fenix 6S,"Black, Grey",70990,84090,LED Display,,Stainless Steel,30,
GARMIN ,Smartwatch,Forerunner 945,"Black, Blue",56490,62490,OLED Display,4.2,Silicone,14,
GARMIN ,Smartwatch,Forerunner 55,Black,20990,20990,AMOLED Display,,Silicone,7,
GARMIN ,Smartwatch,VIVOMOVE LUXE,Navy ,35990,47490,AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Lily,Black,23490,25990,AMOLED Display,3.3,Silicone,7,
GARMIN ,Smartwatch,Fenix 5X Plus,"White, Black",59990,79990,AMOLED Display,,Silicone,30,
GARMIN ,Smartwatch,Swim 2,Slate,20990,26990,AMOLED Display,,Silicone,7,
GARMIN ,Smartwatch,Vivoactive 3 Element,Grey,14990,16990,AMOLED Display,3,Silicone,7,
GARMIN ,Smartwatch,Vivomove 3S,Black,19990,25990,AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Forerunner 55,White,20990,20990,OLED Display,,Silicone,14,
GARMIN ,Smartwatch,Vivoactive 3 Music,Black,23990,29290,OLED Display,3.6,Silicone,14,
GARMIN ,Smartwatch,Vivomove HR,Black,16990,17990,OLED Display,3.6,Silicone,14,
GARMIN ,Smartwatch,Fenix 6X,"Bluw, White ",86990,96390,OLED Display,,Leather,45,
GARMIN ,Smartwatch,HRM-Swim,Black,8990,8990,AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Garmin Instinct Solar Tactical,Grey ,46990,51990,AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Fenix 5S Frost Blue,Blue Sapphire,39990,53190,AMOLED Display,,Silicone,30,
GARMIN ,Smartwatch,Forerunner 935,Tidal Blue,39990,48790,AMOLED Display,4.7,Silicone,14,
GARMIN ,Smartwatch,Hybrid 3,Black,19990,25990,LED Display,,Silicone,14,
GARMIN ,Smartwatch,Forerunner 245 Music Japan Edition,"Red, White ",29990,36490,LED Display,,Silicone,14,
GARMIN ,Smartwatch,Fenix 5,Black,47990,52990,AMOLED Display,,Silicone,30,
GARMIN ,Smartwatch,Instinct Solar Tidal,"Tidal Blue, Flame Red",34990,41490,AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Fenix 5S Plus,Blue Sapphire,49990,53190,AMOLED Display,,Silicone,30,
GARMIN ,Smartwatch,Fenix 6 Sapphire Titanium,Blue Sapphire,81990,96690,AMOLED Display,,Leather ,45,
GARMIN ,Smartwatch,Fenix 6 Sapphire Gray DLC,Black,74990,82990,AMOLED Display,,Leather,30,
GARMIN ,Smartwatch,Vivoactive 3 Music,Blue,26990,26990,OLED Display,3.6,Silicone,14,
GARMIN ,Smartwatch,Forerunner 935,Flame Red,33742,48990,OLED Display,4.7,Silicone,14,
GARMIN ,Smartwatch,Forerunner 745 Whitestone,White,46990,51990,OLED Display,,Silicone,14,
GARMIN ,Smartwatch,VIVOACTIVE 4S,Powder Gray,34990,34990,OLED Display,,Silicone,14,
GARMIN ,Smartwatch,Forerunner 935,"Black, Green, Yellow",42990,42990,OLED Display,4.7,Silicone,14,
GARMIN ,Smartwatch,Forerunner 235,Black,18990,22990,LED Display,4.7,Silicone,14,
GARMIN ,Smartwatch,Fenix 6S,"Black, White",77990,86690,AMOLED Display,,Nylon,45,
GARMIN ,Smartwatch,Forerunner 235,Blue,24990,31197,LED Display,4.7,Silicone,14,
GARMIN ,Smartwatch,Venu,Black,32990,39990,LED Display,4,Silicone,14,
GARMIN ,Smartwatch,Vivoactive 4,Black,28990,34990,AMOLED Display,4.3,Silicone,14,
GARMIN ,Smartwatch,Forerunner 245 Music,"Grey, White",33490,34990,AMOLED Display,4.2,Silicone,14,
GARMIN ,Smartwatch,Fenix 6 Pro Solar,Yellow,84490,88490,AMOLED Display,,Nylon,45,
GARMIN ,Smartwatch,Garmin Instinct Solar Tactical,White,42990,47490,AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Forerunner 745 Black,Black,46990,51990,AMOLED Display,5,Silicone,14,
GARMIN ,Smartwatch,Vivoactive HR,Black,21990,21990,AMOLED Display,3.5,Silicone,14,
GARMIN ,Smartwatch,Fenix 5s,Blue Sapphire,54990,54990,AMOLED Display,,Silicone,30,
GARMIN ,Smartwatch,vivoactive 4S 40mm,"Rose Gold, Slate Black",28990,34990,AMOLED Display,5,Silicone,14,
GARMIN ,Smartwatch,Instinct,"Blue, Orange",25249,26990,OLED Display,4.4,Silicone,14,
GARMIN ,Smartwatch,Instinct Solar Camo Edition,"Black, Grey",47490,47490,AMOLED Display,4.7,Silicone,14,
GARMIN ,Smartwatch,Vivomove 3S,Black,19990,25990,AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Lily,"Purple, White",18990,20990,LED Display,3.3,Silicone,14,
GARMIN ,Smartwatch,Vivoactive 3 Element Cerise,Cerise,14990,16990,LED Display,,Silicone,14,
GARMIN ,Smartwatch,Forerunner 235,Black,21999,27790,LED Display,4.7,Silicone,14,
GARMIN ,Smartwatch,VIVOMOVE 3S Navy,Rose Gold,19990,25990,LED Display,,Silicone,14,
GARMIN ,Smartwatch,Fenix 5s,"Black, White ",34990,49990,AMOLED Display,,Silicone,30,
GARMIN ,Smartwatch,Vivoactive 4,Purple,28990,34990,LED Display,4.3,Silicone,14,
GARMIN ,Smartwatch,Vivoactive 3 Music,White,19144,26990,LED Display,3.6,Silicone,14,
GARMIN ,Smartwatch,Forerunner15 Heart,Black,12999,14499,AMOLED Display,4.7,Silicone,14,
GARMIN ,Smartwatch,Running GPS 935,Black,42990,42990,AMOLED Display,,Leather,14,
GARMIN ,Smartwatch,Forerunner,Black,44990,44990,AMOLED Display,,Leather,14,
GARMIN ,Smartwatch,Approach S20,"Black, White ",15990,19990,OLED Display,4.1,Silicone,12,
GARMIN ,Smartwatch,Forerunner 235 Activity Tracker,Black,22990,22990,AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Vivoactive 3 element,Black,22990,29990,AMOLED Display,3.6,Silicone,14,
GARMIN ,Smartwatch,Fenix,Black,54990,54990,AMOLED Display,,Leather,30,
GARMIN ,Smartwatch,Forerunner 35,Frost Blue,16990,16990,AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Forerunner,Black,16990,16990,AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Forerunner,Blue,29990,29990,AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Vivoactive 3 element,Grey,13578,24990,LED Display,3.6,Silicone,14,
GARMIN ,Smartwatch,Rubber 35,Black,16990,16990,LED Display,2,Silicone,14,
GARMIN ,Smartwatch,FORRUNNER 235,Black,22990,22990,LED Display,,Silicone,14,
GARMIN ,Smartwatch,Forerunner,Black,27990,27990,LED Display,,Silicone,14,
GARMIN ,Smartwatch,Forerunner Fitness Notifier,Black,15990,16743,LED Display,,Silicone,14,
GARMIN ,Smartwatch,Vivomove HR,Black,12990,19990,LED Display,3.7,Silicone,14,
GARMIN ,Smartwatch,Vivoactive 3 element,Blue,16990,16990,AMOLED Display,3.6,Silicone,14,
GARMIN ,Smartwatch,Vivoactive,Black,27990,27990,AMOLED Display,4.8,Silicone,14,
GARMIN ,Smartwatch,Forerunner 735XT,Black,39990,39990,LED Display,,Silicone,14,
GARMIN ,Smartwatch,HR GPS Smart,Black,15999,20000,AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Hybrid,Rose Gold,15911,21335,LED Display,,Silicone,7,
OnePlus ,Smartwatch,Watch,"Black, Silver",14999,16999,AMOLED Display,4.4,Elastomer,14,
Huawei,Smartwatch,GT2 46mm,"Black, Brown",14990,20990,AMOLED Display,4.5,Elastomer,14,
Huawei,Smartwatch,GT2 Pro,Black,22990,29990,AMOLED Display,4.4,Elastomer,14,
Huawei,Smartwatch,GT2 Pro,Grey,24990,34990,AMOLED Display,3.5,Elastomer,14,
Huawei,Smartwatch,GT2 eSport,Black,11990,19990,AMOLED Display,4.3,Elastomer,14,
Huawei,Smartwatch,GT2 eSport,Red,8990,19990,AMOLED Display,4.3,Elastomer,14,
Huawei,Smartwatch,GT2 eActive,"Green, Red",11990,19990,AMOLED Display,4.3,Thermoplastic polyurethane,14,
Huawei,Smartwatch,GT2 42mm,Black,14990,19990,AMOLED Display,4.3,Elastomer,14,
Huawei,Smartwatch,Stainless Steel,Black,19990,19990,AMOLED Display,4.5,Leather,14,
Huawei,Smartwatch,GT Active,Green,8990,20990,AMOLED Display,4.4,Silicone,14,
Huawei,Smartwatch,GT Active,Orange,15990,20990,AMOLED Display,4.4,Silicone,14,
Huawei,Smartwatch,GT Sport,Black,10990,20990,AMOLED Display,4.4,Silicone,14,
Huawei,Smartwatch,GT Classic,Brown,10990,21990,AMOLED Display,4.5,Leather,14,
Huawei,Smartwatch,GT2 46mm,Grey,20990,30990,AMOLED Display,4.5,Stainless Steel,14,
Huawei,Smartwatch,Fit,Blue,9999,9999,AMOLED Display,3.4,Silicone,7,
Huawei,Smartwatch,Fit,Orange,6999,9999,AMOLED Display,3.4,Silicone,7,
Huawei,Smartwatch,Watch 2 Sport,Black,29999,29999,AMOLED Display,3.8,Silicone,7,
Huawei,Smartwatch,Watch 32564546,Black,49999,49999,AMOLED Display,4.1,Silicone,14,
Huawei,Smartwatch,Watch 2,Black,25999,25999,AMOLED Display,3.9,Leather,7,
Huawei,Smartwatch,Watch 36456,Black,55000,55000,AMOLED Display,4.1,Silicone,14,
Huawei,Smartwatch,GT Fortuna-B19S Sport,Black,13990,20990,AMOLED Display,4.1,Elastomer,14,
GOQii,FitnessBand,HR,Black,1999,1999,OLED Display,3.8,Silicone,7,
GOQii,FitnessBand,Vital,Black,3499,3499,OLED Display,3.7,Thermoplastic polyurethane,7,
FOSSIL ,Smartwatch,Gen 5E,"Grey, Multicolor",18495,18495,AMOLED Display,4.2,Stainless Steel,1,
boAt ,Smartwatch,Vertex,"Grey, Blue, Black, Red",2499,6990,AMOLED Display,3.9,Silicone,7,1301
Crossbeats,Smartwatch,Orbit Sport,Black,3799,9999,IPS Display,4.1,Silicone,10,319
Crossbeats,Smartwatch,Ignite S3,"Silver, Black, Green",3999,9999,IPS Display,3.9,Silicone,7,96
Crossbeats,Smartwatch,Ace,Grey,2999,9999,IPS Display,3.9,Silicone,15,545
Crossbeats,Smartwatch,Orbit ,"Black, Blue",3799,9999,IPS Display,3.7,Silicone,10,281
Crossbeats,Smartwatch,Ignite  ,Green,2799,7999,IPS Display,3.9,Silicone,10,309
Crossbeats,Smartwatch,Ignite Pro,"Silver, Black",2999,9999,IPS Display,4.2,Silicone,7,84
Crossbeats,Smartwatch,Orbit - Special Edition,Brown,4190,9999,IPS Display,3.9,Leather,10,108
Crossbeats,Smartwatch,Trak,Black,3999,9999,IPS Display,3.8,Silicone,15,127
dizo by realme ,Smartwatch,Watch 2,"Black, Blue, Grey, Pink, White",2699,3999,LCD Display,4.3,Silicone,10,
dizo by realme ,Smartwatch,Watch Pro,"Blue, Black",3799,5999,LCD Display,4.2,Silicone,14,360
Noise ,Smartwatch,ColorFit Caliber,"Black, Blue, White",2699,3999,TFT-LCD Display,4.3,Silicone,15,
Noise ,Smartwatch,Evolve 2 ,"Black, Grey, Pink",3999,7999,AMOLED Display,3.9,Silicone,7,
Noise ,Smartwatch,ColorFit IconBuzz,"Black, Green, Grey",4999,4999,TFT-LCD Display,,Silicone,7,
Ptron,Smartwatch,Pulsefit,Black,799,3199,TFT-LCD Display,2.5,Silicone,3,264
Ptron,Smartwatch,Pulsefit P461,"Black, Blue",1399,2999,TFT-LCD Display,3.3,Silicone,3,477
Ptron,Smartwatch,Pulsefit P261,Blue,1299,2999,TFT-LCD Display,3.1,Silicone,3,327
Ptron,Smartwatch,Tronite,Brown,949,2000,LCD Display,3.7,Silicone,3,16
Ptron,Smartwatch,Rhythm,White,1099,3000,LCD Display,3.4,Silicone,7,120
Zebronics,Smartwatch,ZEB-FIT8220CH,"Black, Blue, Red, Rose Gold",2199,3999,TFT-LCD Display,4.5,Silicone,7,34
Zebronics,Smartwatch,ZEB-FIT4220CH,"Black, Grey, Silver",3299,7999,TFT-LCD Display,4.2,Silicone,10,46
Zebronics,Smartwatch,ZEB-FIT920CH,"Black, Grey, Red",2499,4499,TFT-LCD Display,4.6,Thermoplastic polyurethane,7,41
Zebronics,Smartwatch,ZEB-FITMe,"Black, Blue, Green, Grey, Pink",2799,4999,TFT-LCD Display,4.5,Thermoplastic polyurethane,7,29
Zebronics,Smartwatch,ZEB-FIT5220CH,Gold,3299,4999,TFT-LCD Display,,Rubber,7,
Zebronics,Smartwatch,ZEB-FIT1220CH,Silver,3499,3999,TFT-LCD Display,,Silicone,7,
Zebronics,Smartwatch,ZEB-FIT5220CH,Blue,3299,4999,TFT-LCD Display,,Rubber,7,
Zebronics,Smartwatch,ZEB-FIT650CH,Black,3297,4199,TFT-LCD Display,2.9,Silicone,7,5
Zebronics,Smartwatch,Smarttime 200,Black,1499,2999,TFT-LCD Display,3.1,Rubber,3,5
Zebronics,FitnessBand,ZEB-FIT450,Blue,1699,1899,TFT-LCD Display,3.3,Silicone,3,
Zebronics,FitnessBand,zeb-fit,"Black, Grey",1283,1899,TFT-LCD Display,3.3,Silicone,3,4
Zebronics,Smartwatch,Fit-650,Black,2949,4199,TFT-LCD Display,3.1,Leather,3,3
Fire-Boltt,Smartwatch,Ninja touch to Wake,"Beige, Black, Grey",1899,4999,HD Display,3.9,Silicone,5,6046
Fire-Boltt,Smartwatch,Ultron,"Black, Blue, Grey, Pink ",3999,10999,AMOLED Display,4.1,Silicone,5,229
Fire-Boltt,Smartwatch,Ninja Pro,"Black, Blue, Green, Red, Beige, Grey",1999,4999,HD Display,4,Silicone,10,688
Fire-Boltt,Smartwatch,Mercury,"Black, Beige, Grey",2499,7999,HD Display,4,Silicone,8,4941
Fire-Boltt,Smartwatch,SpO2 Full Touch,"Black, Blue, Grey, Pink, Gold",2999,5999,HD Display,4,Silicone,8,2525
Fire-Boltt,Smartwatch,Max,"Black, Blue, Green",4499,12999,AMOLED Display,4,Silicone,10,519
Fire-Boltt,Smartwatch,AI-BT Calling,"Black, Blue, Grey, Pink",4499,9999,HD Display,3.7,Silicone,10,423
Fire-Boltt,Smartwatch,BSW004,Green,4800,9999,LCD Display,,Silicone,7,
Fire-Boltt,Smartwatch,Spin,"Blue, Grey, Pink",5846,5999,TFT-LCD Display,2.4,Silicone,5,15
Fire-Boltt,Smartwatch,Talk Bluetooth,"Black, Grey, Green",3499,9999,HD Display,4.1,Silicone,10,923
Fire-Boltt,Smartwatch,Almighty,Orange,4999,14999,AMOLED Display,4.1,Silicone,10,212
Fire-Boltt,Smartwatch,Mercury,Red,2999,7999,HD Display,4,Silicone,8,4941
Fire-Boltt,Smartwatch,Spin,White,5846,5999,TFT-LCD Display,2.4,Silicone,5,15
Fire-Boltt,Smartwatch,Ninja Pro,White,1999,4999,HD Display,4,Silicone,10,688
